order	vincode	pts_ref	gender	bu-bni-corr	pali_name	english_name	offence_type_pali	offence_type_eng	severity	chapter_theme	chapter	vagga	rule_theme	rule_topic	purpose	critics	rule_pali	rule_english	no_offense_factors	offense_factors_bmc	notes	formulas	sangha_acts	useful_texts	suttacentral
285.0	BNI-PC20	Vin.4.258-4.345	Nuns		Rodana	Crying	Pacittiya	Confession	Offense/ wrong doing		2 Darkness	2 Rattandhakāravaggo	Discipline	Improper	Self restraint	Bhikkhunis	Rodana: Yā pana bhikkhunī attānaṃ vadhitvā vadhitvā rodeyya, pācittiyaṃ.	20. Weeping: Should any bhikkhunī weep and beat herself... it is to be confessed.	If she cries, but does not beat herself, because of loss of relatives, loss of property, or loss of health; if she is insane; if she is the first offender		If she cries after repeatedly beating herself, she commits an offense entailing confession. If she beats herself, but does not cry, she commits an offense of wrong conduct. If she cries, but does not beat herself, she commits an offense of wrong conduct				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
286.0	BNI-PC21	Vin.4.258-4.345	Nuns		Nagga	Nakedness	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Discipline	Improper	Differ from laity	Bhikkhunis	Naggā: Yā pana bhikkhunī naggā nahāyeyya, pācittiyaṃ.	21. Bathing Naked: Should any bhikkhunī bathe naked... it is to be confessed.	If her robes have been stolen or lost; if there is an emergency; if she is insane; if she is the first offender						https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
287.0	BNI-PC22	Vin.4.258-4.345	Nuns		Udakasāṭika	Bathing Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Differ from laity	Bhikkhunis	Udakasāṭikā: Yā pana bhikkhunī udakasāṭikaṃ kārāpayamānā... pamāṇātikkantaṃ kārāpeyya... pācittiyaṃ.	22. Bathing Cloth Size: Should any bhikkhunī make a bathing cloth larger than the prescribed size... it is to be confessed.	If she makes it the right size; if she makes it smaller than the right size; if she gets one made by someone else that exceeds the right size and she cuts it down before using it; if she makes a canopy, a floor cover, a cloth screen, a mattress, or a pillow; if she is insane; if she is the first offender						https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
288.0	BNI-PC23	Vin.4.258-4.345	Nuns		Cīvarasibbana	Sewing Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Cīvarasibbana: Yā pana bhikkhunī cīvaraṃ asibbāpetvā vā... pārupitvā gāmaṃ paviseyya, pācittiyaṃ.	23. Unsewn Robe: Should any bhikkhunī wear a robe that is not sewn... it is to be confessed.	If there is an obstacle; if she searches for someone to sew, but does not find anyone; if she is doing it, but she takes longer than four or five days; if she is sick; if there is an emergency; if she is insane; if she is the first offender		Robe: one of the six kinds of robes. If she thinks, “I’ll neither sew it nor make any effort to have someone else sew it,” then by the mere fact of abandoning her duty, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
289.0	BNI-PC24	Vin.4.258-4.345	Nuns		Saṅghāṭicāra	Moving Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Saṅghāṭi: Yā pana bhikkhunī pañcāhikaṃ saṅghāṭicāraṃ na dhāreyya, pācittiyaṃ.	24. Sanghati Check: Should any bhikkhunī fail to check her outer robe (sanghati) for 5 days... it is to be confessed.	If she wears or suns the five robes on the fifth day; if she is sick; if there is an emergency; if she is insane; if she is the first offender		Does not move her robes for more than five days: if she does not wear or sun her five robes on the fifth day, then, when the fifth day has passed, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
290.0	BNI-PC25	Vin.4.258-4.345	Nuns		Cīvarasaṅkamanīya	Borrowed Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Cīvarasaṅkamanīya: Yā pana bhikkhunī cīvarasaṅkamanīyaṃ dhāreyya, pācittiyaṃ.	25. Borrowing Robe: Should any bhikkhunī wear a robe belonging to another without permission... it is to be confessed.	If the robe has been given to her; if she wears it after asking permission; if her own robe has been stolen; if her own robe has been lost; if there is an emergency; if she is insane; if she is the first offender		A robe taken on loan: if she wears any of the five robes belonging to a fully ordained nun, and it has not been given to her, nor has she asked permission to use it, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
291.0	BNI-PC26	Vin.4.258-4.345	Nuns		Gaṇacīvara	Group Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Gaṇalābhantarāya: Yā pana bhikkhunī gaṇassa lābhaṃ antarāyaṃ kareyya, pācittiyaṃ.	26. Blocking a Group: Should any bhikkhunī put an obstacle in the way of a group receiving robes... it is to be confessed.	If she can show a benefit in obstructing them; if she is insane; if she is the first offender		Creates an obstacle: if she creates an obstacle with the thought, “What can be done so that these people don’t give robe-cloth?”, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
292.0	BNI-PC27	Vin.4.258-4.345	Nuns		Paṭibāhana	Blocking Robe Distribution	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Cīvaravibhaṅga: Yā pana bhikkhunī dhammikāya cīvaravibhaṅgāya cīvaraṃ paṭibāheyya, pācittiyaṃ.	27. Blocking Ration: Should any bhikkhunī block the legal distribution of robe-cloth... it is to be confessed.	If she blocks it after demonstrating a benefit; if she is insane; if she is the first offender		A legitimate distribution of robe-cloth:it is distributed by a unanimous Sangha of nuns. Blocks: if she blocks it with the thought, “What can be done so that this robe-cloth isn’t distributed?”, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
293.0	BNI-PC28	Vin.4.258-4.345	Nuns		Cīvaradāna	Giving Robes	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Regulate Relationships	Bhikkhunis	Samaṇacīvara: Yā pana bhikkhunī samaṇassa vā paribbājakassa vā... cīvaraṃ dadeyya, pācittiyaṃ.	28. Giving Robe to Monk: Should any bhikkhunī give a robe to a monk/wanderer (with her own hands)... it is to be confessed.	If she gives one to her mother or father; if she lends one out; if she is insane; if she is the first offender		Applicable to Bhikkhu as dukkata offences				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
294.0	BNI-PC29	Vin.4.258-4.345	Nuns		Kālaatikkamana	Letting the Time Expire	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Bhikkhunis	Dubbalacīvara: Yā pana bhikkhunī dubbalacīvarapaccāsāya cīvarakālasamayaṃ atikkāmeyya, pācittiyaṃ.	29. Weak Robe Time: Should any bhikkhunī let the robe season pass expecting a stronger robe... it is to be confessed.	If she can show a benefit in hindering it; if she is insane; if she is the first offender		An uncertain expectation of robe-cloth: they have said, “If we’re able, then we’ll give, then we’ll act.” Lets the robe season expire: for one who has not participated in the robe-making ceremony, if she goes beyond the last day of the rainy season, she commits an offense entailing confession. For one who has participated in the robe-making ceremony, if she goes beyond the day on which the robe season ends, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
295.0	BNI-PC30	Vin.4.258-4.345	Nuns		Kathinuddhāra	Ending the Robe-Making Season	Pacittiya	Confession	Offense/ wrong doing		3 Naked	3 Naggavaggo	Requisites	Robes	Sangha harmony	Laity	Kathinuddhāra: Yā pana bhikkhunī dhammikena kathinuddhārena kathinaṃ paṭibāheyya, pācittiyaṃ.	30. Preventing Robe Settling: Should any bhikkhunī prevent the legal settling of robe distribution... it is to be confessed.	If she can show a benefit in blocking it; if she is insane; if she is the first offender		Monks, I allow you to end the robe season	Please, Venerables, I ask the Sangha to listen. If the Sangha is ready, it should end the robe season. This is the motion. Please, Venerables, I ask the Sangha to listen. The Sangha ends the robe season. Any monk who approves of ending the robe season should remain silent. Any monk who doesn’t approve should speak up. The Sangha has made an end of the robe season. The Sangha approves and is therefore silent. I’ll remember it thus	Motion-1proclamation		https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
296.0	BNI-PC31	Vin.4.258-4.345	Nuns		Ekamañcatuvaṭṭana	Lying on the Same Bed	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Celibacy	Laying down	Differ from laity	Laity	Ekamañca: Dve pana bhikkhuniyo ekamañce tuvaṭṭeyyuṃ, pācittiyaṃ.	31. Sleeping Two (Bed): Should two bhikkhunīs share one bed... it is to be confessed.	If, when one is lying down, the other sits down; if both sit down together; if they are insane; if they are the first offenders		Applicable to Bhikkhu as dukkata offences				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
297.0	BNI-PC32	Vin.4.258-4.345	Nuns		Ekattharaṇatuvaṭṭana	Lying on the Same Sheet	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Celibacy	Laying down	Differ from laity	Laity	Ekattharaṇa: Dve pana bhikkhuniyo ekattharaṇā tuvaṭṭeyyuṃ, pācittiyaṃ.	32. Sleeping Two (Cover): Should two bhikkhunīs share one cover/blanket... it is to be confessed.	If they make a partition and then lie down; if they are insane; if they are the first offenders		Applicable to Bhikkhu as dukkata offences				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
298.0	BNI-PC33	Vin.4.258-4.345	Nuns		Aphāsukaraṇa	Making Ill at Ease	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Harmony	Aggressions	Sangha harmony	Bhikkhunis	Vihesā: Yā pana bhikkhunī bhikkhuniyā sañcicca aphāsuṃ kareyya... pācittiyaṃ.	33. Intentionally Annoying: Should any bhikkhunī intentionally cause distress to another... it is to be confessed.	If, after asking permission and not desiring to make her ill at ease, she walks back and forth in front of her, or she stands, sits down, or lies down in front of her, or she recites, has others recite, or rehearses in front of her; if she is insane; if she is the first offender		Makes ill at ease: if, without asking permission, but thinking, “In this way she will be ill at ease,” she walks back and forth in front of her, or she stands, sits down, or lies down in front of her, or she recites, has others recite, or rehearses in front of her, she commits an offense entailing confession				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
299.0	BNI-PC34	Vin.4.258-4.345	Nuns		Naupaṭṭhāpana	Not Nursing	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Harmony	Sick	Sangha harmony	Bhikkhunis	Dukkhita: Yā pana bhikkhunī dukkhitaṃ sahajīvaniṃ na upaṭṭhāpeyya na upaṭṭhāpāpeyya, pācittiyaṃ.	34. Family Issues: Should any bhikkhunī hide the family problems of a student... it is to be confessed.	If there is an obstacle; if she searches but does not find a nurse; if she is sick; if there is an emergency; if she is insane; if she is the first offender		Applicable to Bhikkhu as dukkata offences				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
300.0	BNI-PC35	Vin.4.258-4.345	Nuns		Nikkaḍḍhana	Throwing Out a Monastic	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Harmony	Aggressions	Sangha harmony	Bhikkhunis	Uyyojana: Yā pana bhikkhunī bhikkhuniyā upassayaṃ datvā... kupitā anattamanā nikaḍḍheyya... pācittiyaṃ.	35. Evicting: Should any bhikkhunī give a lodging to another and then angrily evict her... it is to be confessed.	If she throws out, or has thrown out, one who is shameless; if she throws out, or has thrown out, a requisite belonging to that person; if she throws out, or has thrown out, one who is insane; if she throws out, or has thrown out, a requisite belonging to that person; if she throws out, or has thrown out, one who is quarrelsome and argumentative, and who creates legal issues in the Sangha; if she throws out, or has thrown out, a requisite belonging to that person; if she throws out, or has thrown out, a pupil or student who is not conducting herself properly; if she throws out, or has thrown out, a requisite belonging to that person; if she is insane; if she is the first offender		Throws out: if she takes hold of her in a room and throws her out to the entryway, she commits an offense entailing confession. If she takes hold of her in the entryway and throws her outside, she commits an offense entailing confession. If she throws out one of her requisites, or she has it thrown out, she commits an offense of wrong conduct. If she throws out one who is not fully ordained, or she has her thrown out, from a dwelling place with or without a door, she commits an offense of wrong conduct. If she throws out one of her requisites from that place, or she has it thrown out, she commits an offense of wrong conduct				https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
301.0	BNI-PC36	Vin.4.258-4.345	Nuns		Saṁsaṭṭha	Socializing	Pacittiya	Confession	Offense/ wrong doing		4 Sharing	4 Tuvaṭṭavaggo	Speech	Seclusion	Self restraint	Bhikkhunis	Sansaṭṭhā: Yā pana bhikkhunī saṃsaṭṭhā vihareyya gahapatinā vā gahapatiputtena vā, pācittiyaṃ.	36. Moving w/ Husband: Should any bhikkhunī associate closely with a householder or son... it is to be confessed.	If she has not been pressed; if she stops; if she is insane; if she is the first offender		Socializing: she socializes with improper bodily and verbal actions	Please, Venerables, I ask the Sangha to listen. The nun so-and-so is socializing with householders and their offspring. And she keeps on doing it. If the Sangha is ready, it should press her to make her stop. This is the motion. Please, Venerables, I ask the Sangha to listen. The nun so-and-so is socializing with householders and their offspring. And she keeps on doing it. The Sangha presses her to make her stop. Any nun who approves of pressing nun so-and-so to make her stop should remain silent. Any nun who doesn’t approve should speak up. For the second time I speak on this matter … For the third time I speak on this matter The Sangha has pressed nun so-and-so to stop. The Sangha approves and is therefore silent. I’ll remember it thus	Motion-3proclamation		https://suttacentral.net/pli-tv-bi-vb-pc?view=dense
